warehouse_id,date,sku,quantity_on_hand
WH-005,2025-12-29,SKU-0001,33
WH-005,2025-12-29,SKU-0002,141
WH-005,2025-12-29,SKU-0003,317
WH-005,2025-12-29,SKU-0004,166
WH-005,2025-12-29,SKU-0005,9
WH-005,2025-12-29,SKU-0006,20
WH-005,2025-12-29,SKU-0007,456
WH-005,2025-12-29,SKU-0008,270
WH-005,2025-12-29,SKU-0009,384
WH-005,2025-12-29,SKU-0010,42
WH-005,2025-12-29,SKU-0011,431
WH-005,2025-12-29,SKU-0012,262
WH-005,2025-12-29,SKU-0013,339
WH-005,2025-12-29,SKU-0014,323
WH-005,2025-12-29,SKU-0015,280
WH-005,2025-12-29,SKU-0016,62
WH-005,2025-12-29,SKU-0017,321
WH-005,2025-12-29,SKU-0018,397
WH-005,2025-12-29,SKU-0019,406
WH-005,2025-12-29,SKU-0020,356
WH-005,2025-12-29,SKU-0021,449
WH-005,2025-12-29,SKU-0022,342
WH-005,2025-12-29,SKU-0023,375
WH-005,2025-12-29,SKU-0024,268
WH-005,2025-12-29,SKU-0025,177
WH-005,2025-12-29,SKU-0026,25
WH-005,2025-12-29,SKU-0027,483
WH-005,2025-12-29,SKU-0028,480
WH-005,2025-12-29,SKU-0029,494
WH-005,2025-12-29,SKU-0030,4
WH-005,2025-12-29,SKU-0031,286
WH-005,2025-12-29,SKU-0032,144
WH-005,2025-12-29,SKU-0033,452
WH-005,2025-12-29,SKU-0034,280
WH-005,2025-12-29,SKU-0035,429
WH-005,2025-12-29,SKU-0036,415
WH-005,2025-12-29,SKU-0037,206
WH-005,2025-12-29,SKU-0038,381
WH-005,2025-12-29,SKU-0039,348
WH-005,2025-12-29,SKU-0040,340
WH-005,2025-12-29,SKU-0041,466
WH-005,2025-12-29,SKU-0042,357
WH-005,2025-12-29,SKU-0043,397
WH-005,2025-12-29,SKU-0044,458
WH-005,2025-12-29,SKU-0045,131
WH-005,2025-12-29,SKU-0046,450
WH-005,2025-12-29,SKU-0047,318
WH-005,2025-12-29,SKU-0048,290
WH-005,2025-12-29,SKU-0049,90
WH-005,2025-12-29,SKU-0050,430
