warehouse_id,date,sku,quantity_on_hand
WH-003,2026-01-02,SKU-0001,162
WH-003,2026-01-02,SKU-0002,281
WH-003,2026-01-02,SKU-0003,482
WH-003,2026-01-02,SKU-0004,33
WH-003,2026-01-02,SKU-0005,13
WH-003,2026-01-02,SKU-0006,407
WH-003,2026-01-02,SKU-0007,263
WH-003,2026-01-02,SKU-0008,281
WH-003,2026-01-02,SKU-0009,334
WH-003,2026-01-02,SKU-0010,406
WH-003,2026-01-02,SKU-0011,269
WH-003,2026-01-02,SKU-0012,344
WH-003,2026-01-02,SKU-0013,472
WH-003,2026-01-02,SKU-0014,166
WH-003,2026-01-02,SKU-0015,228
WH-003,2026-01-02,SKU-0016,272
WH-003,2026-01-02,SKU-0017,230
WH-003,2026-01-02,SKU-0018,389
WH-003,2026-01-02,SKU-0019,328
WH-003,2026-01-02,SKU-0020,174
WH-003,2026-01-02,SKU-0021,460
WH-003,2026-01-02,SKU-0022,44
WH-003,2026-01-02,SKU-0023,411
WH-003,2026-01-02,SKU-0024,114
WH-003,2026-01-02,SKU-0025,439
WH-003,2026-01-02,SKU-0026,470
WH-003,2026-01-02,SKU-0027,261
WH-003,2026-01-02,SKU-0028,235
WH-003,2026-01-02,SKU-0029,135
WH-003,2026-01-02,SKU-0030,226
WH-003,2026-01-02,SKU-0031,192
WH-003,2026-01-02,SKU-0032,46
WH-003,2026-01-02,SKU-0033,135
WH-003,2026-01-02,SKU-0034,217
WH-003,2026-01-02,SKU-0035,290
WH-003,2026-01-02,SKU-0036,382
WH-003,2026-01-02,SKU-0037,318
WH-003,2026-01-02,SKU-0038,102
WH-003,2026-01-02,SKU-0039,391
WH-003,2026-01-02,SKU-0040,196
WH-003,2026-01-02,SKU-0041,45
WH-003,2026-01-02,SKU-0042,47
WH-003,2026-01-02,SKU-0043,102
WH-003,2026-01-02,SKU-0044,260
WH-003,2026-01-02,SKU-0045,460
WH-003,2026-01-02,SKU-0046,21
WH-003,2026-01-02,SKU-0047,461
WH-003,2026-01-02,SKU-0048,457
WH-003,2026-01-02,SKU-0049,454
WH-003,2026-01-02,SKU-0050,321
