warehouse_id,date,sku,quantity_on_hand
WH-002,2026-01-03,SKU-0001,228
WH-002,2026-01-03,SKU-0002,280
WH-002,2026-01-03,SKU-0003,402
WH-002,2026-01-03,SKU-0004,197
WH-002,2026-01-03,SKU-0005,181
WH-002,2026-01-03,SKU-0006,40
WH-002,2026-01-03,SKU-0007,257
WH-002,2026-01-03,SKU-0008,452
WH-002,2026-01-03,SKU-0009,122
WH-002,2026-01-03,SKU-0010,6
WH-002,2026-01-03,SKU-0011,320
WH-002,2026-01-03,SKU-0012,41
WH-002,2026-01-03,SKU-0013,229
WH-002,2026-01-03,SKU-0014,448
WH-002,2026-01-03,SKU-0015,336
WH-002,2026-01-03,SKU-0016,239
WH-002,2026-01-03,SKU-0017,456
WH-002,2026-01-03,SKU-0018,416
WH-002,2026-01-03,SKU-0019,464
WH-002,2026-01-03,SKU-0020,6
WH-002,2026-01-03,SKU-0021,128
WH-002,2026-01-03,SKU-0022,396
WH-002,2026-01-03,SKU-0023,447
WH-002,2026-01-03,SKU-0024,34
WH-002,2026-01-03,SKU-0025,187
WH-002,2026-01-03,SKU-0026,330
WH-002,2026-01-03,SKU-0027,414
WH-002,2026-01-03,SKU-0028,483
WH-002,2026-01-03,SKU-0029,466
WH-002,2026-01-03,SKU-0030,482
WH-002,2026-01-03,SKU-0031,8
WH-002,2026-01-03,SKU-0032,318
WH-002,2026-01-03,SKU-0033,338
WH-002,2026-01-03,SKU-0034,437
WH-002,2026-01-03,SKU-0035,311
WH-002,2026-01-03,SKU-0036,440
WH-002,2026-01-03,SKU-0037,32
WH-002,2026-01-03,SKU-0038,56
WH-002,2026-01-03,SKU-0039,25
WH-002,2026-01-03,SKU-0040,304
WH-002,2026-01-03,SKU-0041,91
WH-002,2026-01-03,SKU-0042,322
WH-002,2026-01-03,SKU-0043,75
WH-002,2026-01-03,SKU-0044,250
WH-002,2026-01-03,SKU-0045,112
WH-002,2026-01-03,SKU-0046,12
WH-002,2026-01-03,SKU-0047,148
WH-002,2026-01-03,SKU-0048,336
WH-002,2026-01-03,SKU-0049,213
WH-002,2026-01-03,SKU-0050,186
