warehouse_id,date,sku,quantity_on_hand
WH-004,2025-12-31,SKU-0001,469
WH-004,2025-12-31,SKU-0002,72
WH-004,2025-12-31,SKU-0003,475
WH-004,2025-12-31,SKU-0004,111
WH-004,2025-12-31,SKU-0005,12
WH-004,2025-12-31,SKU-0006,483
WH-004,2025-12-31,SKU-0007,370
WH-004,2025-12-31,SKU-0008,320
WH-004,2025-12-31,SKU-0009,172
WH-004,2025-12-31,SKU-0010,210
WH-004,2025-12-31,SKU-0011,86
WH-004,2025-12-31,SKU-0012,446
WH-004,2025-12-31,SKU-0013,497
WH-004,2025-12-31,SKU-0014,439
WH-004,2025-12-31,SKU-0015,209
WH-004,2025-12-31,SKU-0016,172
WH-004,2025-12-31,SKU-0017,112
WH-004,2025-12-31,SKU-0018,264
WH-004,2025-12-31,SKU-0019,432
WH-004,2025-12-31,SKU-0020,266
WH-004,2025-12-31,SKU-0021,295
WH-004,2025-12-31,SKU-0022,102
WH-004,2025-12-31,SKU-0023,332
WH-004,2025-12-31,SKU-0024,318
WH-004,2025-12-31,SKU-0025,420
WH-004,2025-12-31,SKU-0026,262
WH-004,2025-12-31,SKU-0027,226
WH-004,2025-12-31,SKU-0028,405
WH-004,2025-12-31,SKU-0029,456
WH-004,2025-12-31,SKU-0030,425
WH-004,2025-12-31,SKU-0031,423
WH-004,2025-12-31,SKU-0032,96
WH-004,2025-12-31,SKU-0033,139
WH-004,2025-12-31,SKU-0034,180
WH-004,2025-12-31,SKU-0035,22
WH-004,2025-12-31,SKU-0036,196
WH-004,2025-12-31,SKU-0037,399
WH-004,2025-12-31,SKU-0038,79
WH-004,2025-12-31,SKU-0039,306
WH-004,2025-12-31,SKU-0040,136
WH-004,2025-12-31,SKU-0041,417
WH-004,2025-12-31,SKU-0042,179
WH-004,2025-12-31,SKU-0043,300
WH-004,2025-12-31,SKU-0044,73
WH-004,2025-12-31,SKU-0045,414
WH-004,2025-12-31,SKU-0046,120
WH-004,2025-12-31,SKU-0047,424
WH-004,2025-12-31,SKU-0048,70
WH-004,2025-12-31,SKU-0049,436
WH-004,2025-12-31,SKU-0050,206
