warehouse_id,date,sku,quantity_on_hand
WH-001,2025-12-29,SKU-0001,156
WH-001,2025-12-29,SKU-0002,469
WH-001,2025-12-29,SKU-0003,99
WH-001,2025-12-29,SKU-0004,22
WH-001,2025-12-29,SKU-0005,367
WH-001,2025-12-29,SKU-0006,450
WH-001,2025-12-29,SKU-0007,63
WH-001,2025-12-29,SKU-0008,180
WH-001,2025-12-29,SKU-0009,447
WH-001,2025-12-29,SKU-0010,113
WH-001,2025-12-29,SKU-0011,229
WH-001,2025-12-29,SKU-0012,366
WH-001,2025-12-29,SKU-0013,249
WH-001,2025-12-29,SKU-0014,221
WH-001,2025-12-29,SKU-0015,72
WH-001,2025-12-29,SKU-0016,139
WH-001,2025-12-29,SKU-0017,308
WH-001,2025-12-29,SKU-0018,109
WH-001,2025-12-29,SKU-0019,164
WH-001,2025-12-29,SKU-0020,46
WH-001,2025-12-29,SKU-0021,421
WH-001,2025-12-29,SKU-0022,201
WH-001,2025-12-29,SKU-0023,359
WH-001,2025-12-29,SKU-0024,304
WH-001,2025-12-29,SKU-0025,449
WH-001,2025-12-29,SKU-0026,247
WH-001,2025-12-29,SKU-0027,207
WH-001,2025-12-29,SKU-0028,479
WH-001,2025-12-29,SKU-0029,332
WH-001,2025-12-29,SKU-0030,206
WH-001,2025-12-29,SKU-0031,128
WH-001,2025-12-29,SKU-0032,451
WH-001,2025-12-29,SKU-0033,90
WH-001,2025-12-29,SKU-0034,292
WH-001,2025-12-29,SKU-0035,262
WH-001,2025-12-29,SKU-0036,204
WH-001,2025-12-29,SKU-0037,169
WH-001,2025-12-29,SKU-0038,321
WH-001,2025-12-29,SKU-0039,322
WH-001,2025-12-29,SKU-0040,178
WH-001,2025-12-29,SKU-0041,145
WH-001,2025-12-29,SKU-0042,4
WH-001,2025-12-29,SKU-0043,288
WH-001,2025-12-29,SKU-0044,486
WH-001,2025-12-29,SKU-0045,176
WH-001,2025-12-29,SKU-0046,275
WH-001,2025-12-29,SKU-0047,269
WH-001,2025-12-29,SKU-0048,433
WH-001,2025-12-29,SKU-0049,239
WH-001,2025-12-29,SKU-0050,326
