warehouse_id,date,sku,quantity_on_hand
WH-003,2025-12-29,SKU-0001,157
WH-003,2025-12-29,SKU-0002,61
WH-003,2025-12-29,SKU-0003,427
WH-003,2025-12-29,SKU-0004,490
WH-003,2025-12-29,SKU-0005,82
WH-003,2025-12-29,SKU-0006,16
WH-003,2025-12-29,SKU-0007,114
WH-003,2025-12-29,SKU-0008,436
WH-003,2025-12-29,SKU-0009,136
WH-003,2025-12-29,SKU-0010,254
WH-003,2025-12-29,SKU-0011,285
WH-003,2025-12-29,SKU-0012,152
WH-003,2025-12-29,SKU-0013,380
WH-003,2025-12-29,SKU-0014,298
WH-003,2025-12-29,SKU-0015,298
WH-003,2025-12-29,SKU-0016,61
WH-003,2025-12-29,SKU-0017,443
WH-003,2025-12-29,SKU-0018,64
WH-003,2025-12-29,SKU-0019,405
WH-003,2025-12-29,SKU-0020,138
WH-003,2025-12-29,SKU-0021,404
WH-003,2025-12-29,SKU-0022,51
WH-003,2025-12-29,SKU-0023,127
WH-003,2025-12-29,SKU-0024,265
WH-003,2025-12-29,SKU-0025,477
WH-003,2025-12-29,SKU-0026,79
WH-003,2025-12-29,SKU-0027,242
WH-003,2025-12-29,SKU-0028,89
WH-003,2025-12-29,SKU-0029,189
WH-003,2025-12-29,SKU-0030,207
WH-003,2025-12-29,SKU-0031,6
WH-003,2025-12-29,SKU-0032,12
WH-003,2025-12-29,SKU-0033,419
WH-003,2025-12-29,SKU-0034,140
WH-003,2025-12-29,SKU-0035,402
WH-003,2025-12-29,SKU-0036,494
WH-003,2025-12-29,SKU-0037,335
WH-003,2025-12-29,SKU-0038,257
WH-003,2025-12-29,SKU-0039,330
WH-003,2025-12-29,SKU-0040,10
WH-003,2025-12-29,SKU-0041,71
WH-003,2025-12-29,SKU-0042,426
WH-003,2025-12-29,SKU-0043,211
WH-003,2025-12-29,SKU-0044,249
WH-003,2025-12-29,SKU-0045,35
WH-003,2025-12-29,SKU-0046,252
WH-003,2025-12-29,SKU-0047,122
WH-003,2025-12-29,SKU-0048,41
WH-003,2025-12-29,SKU-0049,459
WH-003,2025-12-29,SKU-0050,366
