warehouse_id,date,sku,quantity_on_hand
WH-004,2026-01-01,SKU-0001,354
WH-004,2026-01-01,SKU-0002,462
WH-004,2026-01-01,SKU-0003,323
WH-004,2026-01-01,SKU-0004,17
WH-004,2026-01-01,SKU-0005,261
WH-004,2026-01-01,SKU-0006,167
WH-004,2026-01-01,SKU-0007,312
WH-004,2026-01-01,SKU-0008,253
WH-004,2026-01-01,SKU-0009,247
WH-004,2026-01-01,SKU-0010,85
WH-004,2026-01-01,SKU-0011,283
WH-004,2026-01-01,SKU-0012,372
WH-004,2026-01-01,SKU-0013,428
WH-004,2026-01-01,SKU-0014,31
WH-004,2026-01-01,SKU-0015,329
WH-004,2026-01-01,SKU-0016,188
WH-004,2026-01-01,SKU-0017,361
WH-004,2026-01-01,SKU-0018,332
WH-004,2026-01-01,SKU-0019,309
WH-004,2026-01-01,SKU-0020,113
WH-004,2026-01-01,SKU-0021,470
WH-004,2026-01-01,SKU-0022,442
WH-004,2026-01-01,SKU-0023,249
WH-004,2026-01-01,SKU-0024,135
WH-004,2026-01-01,SKU-0025,365
WH-004,2026-01-01,SKU-0026,160
WH-004,2026-01-01,SKU-0027,166
WH-004,2026-01-01,SKU-0028,198
WH-004,2026-01-01,SKU-0029,172
WH-004,2026-01-01,SKU-0030,205
WH-004,2026-01-01,SKU-0031,144
WH-004,2026-01-01,SKU-0032,389
WH-004,2026-01-01,SKU-0033,147
WH-004,2026-01-01,SKU-0034,350
WH-004,2026-01-01,SKU-0035,331
WH-004,2026-01-01,SKU-0036,467
WH-004,2026-01-01,SKU-0037,454
WH-004,2026-01-01,SKU-0038,476
WH-004,2026-01-01,SKU-0039,81
WH-004,2026-01-01,SKU-0040,93
WH-004,2026-01-01,SKU-0041,50
WH-004,2026-01-01,SKU-0042,357
WH-004,2026-01-01,SKU-0043,366
WH-004,2026-01-01,SKU-0044,249
WH-004,2026-01-01,SKU-0045,448
WH-004,2026-01-01,SKU-0046,331
WH-004,2026-01-01,SKU-0047,32
WH-004,2026-01-01,SKU-0048,453
WH-004,2026-01-01,SKU-0049,285
WH-004,2026-01-01,SKU-0050,157
