warehouse_id,date,sku,quantity_on_hand
WH-004,2026-01-02,SKU-0001,89
WH-004,2026-01-02,SKU-0002,267
WH-004,2026-01-02,SKU-0003,442
WH-004,2026-01-02,SKU-0004,490
WH-004,2026-01-02,SKU-0005,310
WH-004,2026-01-02,SKU-0006,459
WH-004,2026-01-02,SKU-0007,165
WH-004,2026-01-02,SKU-0008,369
WH-004,2026-01-02,SKU-0009,173
WH-004,2026-01-02,SKU-0010,457
WH-004,2026-01-02,SKU-0011,303
WH-004,2026-01-02,SKU-0012,137
WH-004,2026-01-02,SKU-0013,349
WH-004,2026-01-02,SKU-0014,456
WH-004,2026-01-02,SKU-0015,9
WH-004,2026-01-02,SKU-0016,145
WH-004,2026-01-02,SKU-0017,84
WH-004,2026-01-02,SKU-0018,106
WH-004,2026-01-02,SKU-0019,441
WH-004,2026-01-02,SKU-0020,178
WH-004,2026-01-02,SKU-0021,220
WH-004,2026-01-02,SKU-0022,198
WH-004,2026-01-02,SKU-0023,19
WH-004,2026-01-02,SKU-0024,93
WH-004,2026-01-02,SKU-0025,31
WH-004,2026-01-02,SKU-0026,204
WH-004,2026-01-02,SKU-0027,99
WH-004,2026-01-02,SKU-0028,244
WH-004,2026-01-02,SKU-0029,467
WH-004,2026-01-02,SKU-0030,163
WH-004,2026-01-02,SKU-0031,409
WH-004,2026-01-02,SKU-0032,106
WH-004,2026-01-02,SKU-0033,367
WH-004,2026-01-02,SKU-0034,321
WH-004,2026-01-02,SKU-0035,63
WH-004,2026-01-02,SKU-0036,444
WH-004,2026-01-02,SKU-0037,427
WH-004,2026-01-02,SKU-0038,110
WH-004,2026-01-02,SKU-0039,363
WH-004,2026-01-02,SKU-0040,45
WH-004,2026-01-02,SKU-0041,252
WH-004,2026-01-02,SKU-0042,490
WH-004,2026-01-02,SKU-0043,301
WH-004,2026-01-02,SKU-0044,239
WH-004,2026-01-02,SKU-0045,449
WH-004,2026-01-02,SKU-0046,436
WH-004,2026-01-02,SKU-0047,21
WH-004,2026-01-02,SKU-0048,188
WH-004,2026-01-02,SKU-0049,271
WH-004,2026-01-02,SKU-0050,278
