warehouse_id,date,sku,quantity_on_hand
WH-001,2025-12-28,SKU-0001,136
WH-001,2025-12-28,SKU-0002,465
WH-001,2025-12-28,SKU-0003,13
WH-001,2025-12-28,SKU-0004,326
WH-001,2025-12-28,SKU-0005,84
WH-001,2025-12-28,SKU-0006,203
WH-001,2025-12-28,SKU-0007,269
WH-001,2025-12-28,SKU-0008,199
WH-001,2025-12-28,SKU-0009,198
WH-001,2025-12-28,SKU-0010,374
WH-001,2025-12-28,SKU-0011,485
WH-001,2025-12-28,SKU-0012,364
WH-001,2025-12-28,SKU-0013,117
WH-001,2025-12-28,SKU-0014,162
WH-001,2025-12-28,SKU-0015,198
WH-001,2025-12-28,SKU-0016,199
WH-001,2025-12-28,SKU-0017,108
WH-001,2025-12-28,SKU-0018,414
WH-001,2025-12-28,SKU-0019,241
WH-001,2025-12-28,SKU-0020,271
WH-001,2025-12-28,SKU-0021,481
WH-001,2025-12-28,SKU-0022,287
WH-001,2025-12-28,SKU-0023,127
WH-001,2025-12-28,SKU-0024,453
WH-001,2025-12-28,SKU-0025,374
WH-001,2025-12-28,SKU-0026,177
WH-001,2025-12-28,SKU-0027,390
WH-001,2025-12-28,SKU-0028,334
WH-001,2025-12-28,SKU-0029,291
WH-001,2025-12-28,SKU-0030,320
WH-001,2025-12-28,SKU-0031,395
WH-001,2025-12-28,SKU-0032,429
WH-001,2025-12-28,SKU-0033,462
WH-001,2025-12-28,SKU-0034,223
WH-001,2025-12-28,SKU-0035,192
WH-001,2025-12-28,SKU-0036,178
WH-001,2025-12-28,SKU-0037,134
WH-001,2025-12-28,SKU-0038,13
WH-001,2025-12-28,SKU-0039,349
WH-001,2025-12-28,SKU-0040,130
WH-001,2025-12-28,SKU-0041,283
WH-001,2025-12-28,SKU-0042,256
WH-001,2025-12-28,SKU-0043,436
WH-001,2025-12-28,SKU-0044,2
WH-001,2025-12-28,SKU-0045,56
WH-001,2025-12-28,SKU-0046,29
WH-001,2025-12-28,SKU-0047,466
WH-001,2025-12-28,SKU-0048,308
WH-001,2025-12-28,SKU-0049,136
WH-001,2025-12-28,SKU-0050,398
