warehouse_id,date,sku,quantity_on_hand
WH-005,2025-12-30,SKU-0001,305
WH-005,2025-12-30,SKU-0002,178
WH-005,2025-12-30,SKU-0003,431
WH-005,2025-12-30,SKU-0004,373
WH-005,2025-12-30,SKU-0005,1
WH-005,2025-12-30,SKU-0006,388
WH-005,2025-12-30,SKU-0007,127
WH-005,2025-12-30,SKU-0008,201
WH-005,2025-12-30,SKU-0009,204
WH-005,2025-12-30,SKU-0010,416
WH-005,2025-12-30,SKU-0011,487
WH-005,2025-12-30,SKU-0012,195
WH-005,2025-12-30,SKU-0013,104
WH-005,2025-12-30,SKU-0014,307
WH-005,2025-12-30,SKU-0015,440
WH-005,2025-12-30,SKU-0016,53
WH-005,2025-12-30,SKU-0017,9
WH-005,2025-12-30,SKU-0018,245
WH-005,2025-12-30,SKU-0019,164
WH-005,2025-12-30,SKU-0020,194
WH-005,2025-12-30,SKU-0021,376
WH-005,2025-12-30,SKU-0022,34
WH-005,2025-12-30,SKU-0023,359
WH-005,2025-12-30,SKU-0024,296
WH-005,2025-12-30,SKU-0025,169
WH-005,2025-12-30,SKU-0026,236
WH-005,2025-12-30,SKU-0027,324
WH-005,2025-12-30,SKU-0028,362
WH-005,2025-12-30,SKU-0029,357
WH-005,2025-12-30,SKU-0030,74
WH-005,2025-12-30,SKU-0031,28
WH-005,2025-12-30,SKU-0032,364
WH-005,2025-12-30,SKU-0033,396
WH-005,2025-12-30,SKU-0034,371
WH-005,2025-12-30,SKU-0035,392
WH-005,2025-12-30,SKU-0036,490
WH-005,2025-12-30,SKU-0037,346
WH-005,2025-12-30,SKU-0038,37
WH-005,2025-12-30,SKU-0039,337
WH-005,2025-12-30,SKU-0040,148
WH-005,2025-12-30,SKU-0041,353
WH-005,2025-12-30,SKU-0042,234
WH-005,2025-12-30,SKU-0043,264
WH-005,2025-12-30,SKU-0044,79
WH-005,2025-12-30,SKU-0045,54
WH-005,2025-12-30,SKU-0046,131
WH-005,2025-12-30,SKU-0047,166
WH-005,2025-12-30,SKU-0048,248
WH-005,2025-12-30,SKU-0049,119
WH-005,2025-12-30,SKU-0050,490
