warehouse_id,date,sku,quantity_on_hand
WH-001,2025-12-30,SKU-0001,291
WH-001,2025-12-30,SKU-0002,212
WH-001,2025-12-30,SKU-0003,41
WH-001,2025-12-30,SKU-0004,229
WH-001,2025-12-30,SKU-0005,53
WH-001,2025-12-30,SKU-0006,318
WH-001,2025-12-30,SKU-0007,150
WH-001,2025-12-30,SKU-0008,212
WH-001,2025-12-30,SKU-0009,135
WH-001,2025-12-30,SKU-0010,408
WH-001,2025-12-30,SKU-0011,467
WH-001,2025-12-30,SKU-0012,412
WH-001,2025-12-30,SKU-0013,344
WH-001,2025-12-30,SKU-0014,485
WH-001,2025-12-30,SKU-0015,284
WH-001,2025-12-30,SKU-0016,81
WH-001,2025-12-30,SKU-0017,457
WH-001,2025-12-30,SKU-0018,142
WH-001,2025-12-30,SKU-0019,107
WH-001,2025-12-30,SKU-0020,162
WH-001,2025-12-30,SKU-0021,343
WH-001,2025-12-30,SKU-0022,402
WH-001,2025-12-30,SKU-0023,190
WH-001,2025-12-30,SKU-0024,308
WH-001,2025-12-30,SKU-0025,259
WH-001,2025-12-30,SKU-0026,401
WH-001,2025-12-30,SKU-0027,358
WH-001,2025-12-30,SKU-0028,331
WH-001,2025-12-30,SKU-0029,239
WH-001,2025-12-30,SKU-0030,104
WH-001,2025-12-30,SKU-0031,80
WH-001,2025-12-30,SKU-0032,491
WH-001,2025-12-30,SKU-0033,173
WH-001,2025-12-30,SKU-0034,207
WH-001,2025-12-30,SKU-0035,121
WH-001,2025-12-30,SKU-0036,446
WH-001,2025-12-30,SKU-0037,65
WH-001,2025-12-30,SKU-0038,148
WH-001,2025-12-30,SKU-0039,334
WH-001,2025-12-30,SKU-0040,257
WH-001,2025-12-30,SKU-0041,379
WH-001,2025-12-30,SKU-0042,403
WH-001,2025-12-30,SKU-0043,185
WH-001,2025-12-30,SKU-0044,112
WH-001,2025-12-30,SKU-0045,26
WH-001,2025-12-30,SKU-0046,210
WH-001,2025-12-30,SKU-0047,108
WH-001,2025-12-30,SKU-0048,374
WH-001,2025-12-30,SKU-0049,431
WH-001,2025-12-30,SKU-0050,429
