warehouse_id,date,sku,quantity_on_hand
WH-004,2025-12-30,SKU-0001,87
WH-004,2025-12-30,SKU-0002,218
WH-004,2025-12-30,SKU-0003,126
WH-004,2025-12-30,SKU-0004,495
WH-004,2025-12-30,SKU-0005,1
WH-004,2025-12-30,SKU-0006,127
WH-004,2025-12-30,SKU-0007,2
WH-004,2025-12-30,SKU-0008,388
WH-004,2025-12-30,SKU-0009,42
WH-004,2025-12-30,SKU-0010,121
WH-004,2025-12-30,SKU-0011,307
WH-004,2025-12-30,SKU-0012,80
WH-004,2025-12-30,SKU-0013,137
WH-004,2025-12-30,SKU-0014,202
WH-004,2025-12-30,SKU-0015,306
WH-004,2025-12-30,SKU-0016,76
WH-004,2025-12-30,SKU-0017,363
WH-004,2025-12-30,SKU-0018,172
WH-004,2025-12-30,SKU-0019,301
WH-004,2025-12-30,SKU-0020,496
WH-004,2025-12-30,SKU-0021,460
WH-004,2025-12-30,SKU-0022,336
WH-004,2025-12-30,SKU-0023,146
WH-004,2025-12-30,SKU-0024,454
WH-004,2025-12-30,SKU-0025,401
WH-004,2025-12-30,SKU-0026,274
WH-004,2025-12-30,SKU-0027,395
WH-004,2025-12-30,SKU-0028,278
WH-004,2025-12-30,SKU-0029,40
WH-004,2025-12-30,SKU-0030,12
WH-004,2025-12-30,SKU-0031,149
WH-004,2025-12-30,SKU-0032,140
WH-004,2025-12-30,SKU-0033,61
WH-004,2025-12-30,SKU-0034,152
WH-004,2025-12-30,SKU-0035,180
WH-004,2025-12-30,SKU-0036,215
WH-004,2025-12-30,SKU-0037,55
WH-004,2025-12-30,SKU-0038,4
WH-004,2025-12-30,SKU-0039,316
WH-004,2025-12-30,SKU-0040,475
WH-004,2025-12-30,SKU-0041,311
WH-004,2025-12-30,SKU-0042,436
WH-004,2025-12-30,SKU-0043,282
WH-004,2025-12-30,SKU-0044,222
WH-004,2025-12-30,SKU-0045,200
WH-004,2025-12-30,SKU-0046,150
WH-004,2025-12-30,SKU-0047,498
WH-004,2025-12-30,SKU-0048,31
WH-004,2025-12-30,SKU-0049,1
WH-004,2025-12-30,SKU-0050,287
