warehouse_id,date,sku,quantity_on_hand
WH-005,2025-12-28,SKU-0001,136
WH-005,2025-12-28,SKU-0002,481
WH-005,2025-12-28,SKU-0003,93
WH-005,2025-12-28,SKU-0004,97
WH-005,2025-12-28,SKU-0005,231
WH-005,2025-12-28,SKU-0006,135
WH-005,2025-12-28,SKU-0007,395
WH-005,2025-12-28,SKU-0008,14
WH-005,2025-12-28,SKU-0009,394
WH-005,2025-12-28,SKU-0010,90
WH-005,2025-12-28,SKU-0011,325
WH-005,2025-12-28,SKU-0012,264
WH-005,2025-12-28,SKU-0013,302
WH-005,2025-12-28,SKU-0014,7
WH-005,2025-12-28,SKU-0015,236
WH-005,2025-12-28,SKU-0016,476
WH-005,2025-12-28,SKU-0017,124
WH-005,2025-12-28,SKU-0018,472
WH-005,2025-12-28,SKU-0019,354
WH-005,2025-12-28,SKU-0020,406
WH-005,2025-12-28,SKU-0021,126
WH-005,2025-12-28,SKU-0022,470
WH-005,2025-12-28,SKU-0023,241
WH-005,2025-12-28,SKU-0024,489
WH-005,2025-12-28,SKU-0025,476
WH-005,2025-12-28,SKU-0026,114
WH-005,2025-12-28,SKU-0027,251
WH-005,2025-12-28,SKU-0028,148
WH-005,2025-12-28,SKU-0029,262
WH-005,2025-12-28,SKU-0030,165
WH-005,2025-12-28,SKU-0031,226
WH-005,2025-12-28,SKU-0032,88
WH-005,2025-12-28,SKU-0033,273
WH-005,2025-12-28,SKU-0034,269
WH-005,2025-12-28,SKU-0035,333
WH-005,2025-12-28,SKU-0036,211
WH-005,2025-12-28,SKU-0037,349
WH-005,2025-12-28,SKU-0038,249
WH-005,2025-12-28,SKU-0039,151
WH-005,2025-12-28,SKU-0040,470
WH-005,2025-12-28,SKU-0041,22
WH-005,2025-12-28,SKU-0042,4
WH-005,2025-12-28,SKU-0043,112
WH-005,2025-12-28,SKU-0044,175
WH-005,2025-12-28,SKU-0045,274
WH-005,2025-12-28,SKU-0046,256
WH-005,2025-12-28,SKU-0047,202
WH-005,2025-12-28,SKU-0048,169
WH-005,2025-12-28,SKU-0049,87
WH-005,2025-12-28,SKU-0050,258
