warehouse_id,date,sku,quantity_on_hand
WH-002,2025-12-30,SKU-0001,471
WH-002,2025-12-30,SKU-0002,318
WH-002,2025-12-30,SKU-0003,140
WH-002,2025-12-30,SKU-0004,24
WH-002,2025-12-30,SKU-0005,378
WH-002,2025-12-30,SKU-0006,492
WH-002,2025-12-30,SKU-0007,185
WH-002,2025-12-30,SKU-0008,299
WH-002,2025-12-30,SKU-0009,14
WH-002,2025-12-30,SKU-0010,183
WH-002,2025-12-30,SKU-0011,192
WH-002,2025-12-30,SKU-0012,296
WH-002,2025-12-30,SKU-0013,262
WH-002,2025-12-30,SKU-0014,55
WH-002,2025-12-30,SKU-0015,369
WH-002,2025-12-30,SKU-0016,93
WH-002,2025-12-30,SKU-0017,440
WH-002,2025-12-30,SKU-0018,322
WH-002,2025-12-30,SKU-0019,455
WH-002,2025-12-30,SKU-0020,36
WH-002,2025-12-30,SKU-0021,410
WH-002,2025-12-30,SKU-0022,103
WH-002,2025-12-30,SKU-0023,53
WH-002,2025-12-30,SKU-0024,8
WH-002,2025-12-30,SKU-0025,283
WH-002,2025-12-30,SKU-0026,45
WH-002,2025-12-30,SKU-0027,403
WH-002,2025-12-30,SKU-0028,116
WH-002,2025-12-30,SKU-0029,12
WH-002,2025-12-30,SKU-0030,263
WH-002,2025-12-30,SKU-0031,328
WH-002,2025-12-30,SKU-0032,358
WH-002,2025-12-30,SKU-0033,456
WH-002,2025-12-30,SKU-0034,54
WH-002,2025-12-30,SKU-0035,370
WH-002,2025-12-30,SKU-0036,340
WH-002,2025-12-30,SKU-0037,3
WH-002,2025-12-30,SKU-0038,25
WH-002,2025-12-30,SKU-0039,374
WH-002,2025-12-30,SKU-0040,349
WH-002,2025-12-30,SKU-0041,115
WH-002,2025-12-30,SKU-0042,177
WH-002,2025-12-30,SKU-0043,143
WH-002,2025-12-30,SKU-0044,490
WH-002,2025-12-30,SKU-0045,67
WH-002,2025-12-30,SKU-0046,217
WH-002,2025-12-30,SKU-0047,272
WH-002,2025-12-30,SKU-0048,469
WH-002,2025-12-30,SKU-0049,302
WH-002,2025-12-30,SKU-0050,243
