warehouse_id,date,sku,quantity_on_hand
WH-002,2026-01-02,SKU-0001,68
WH-002,2026-01-02,SKU-0002,270
WH-002,2026-01-02,SKU-0003,41
WH-002,2026-01-02,SKU-0004,58
WH-002,2026-01-02,SKU-0005,186
WH-002,2026-01-02,SKU-0006,399
WH-002,2026-01-02,SKU-0007,473
WH-002,2026-01-02,SKU-0008,3
WH-002,2026-01-02,SKU-0009,289
WH-002,2026-01-02,SKU-0010,301
WH-002,2026-01-02,SKU-0011,66
WH-002,2026-01-02,SKU-0012,394
WH-002,2026-01-02,SKU-0013,415
WH-002,2026-01-02,SKU-0014,135
WH-002,2026-01-02,SKU-0015,450
WH-002,2026-01-02,SKU-0016,318
WH-002,2026-01-02,SKU-0017,219
WH-002,2026-01-02,SKU-0018,377
WH-002,2026-01-02,SKU-0019,456
WH-002,2026-01-02,SKU-0020,321
WH-002,2026-01-02,SKU-0021,362
WH-002,2026-01-02,SKU-0022,314
WH-002,2026-01-02,SKU-0023,483
WH-002,2026-01-02,SKU-0024,256
WH-002,2026-01-02,SKU-0025,157
WH-002,2026-01-02,SKU-0026,326
WH-002,2026-01-02,SKU-0027,339
WH-002,2026-01-02,SKU-0028,365
WH-002,2026-01-02,SKU-0029,316
WH-002,2026-01-02,SKU-0030,203
WH-002,2026-01-02,SKU-0031,273
WH-002,2026-01-02,SKU-0032,467
WH-002,2026-01-02,SKU-0033,313
WH-002,2026-01-02,SKU-0034,27
WH-002,2026-01-02,SKU-0035,202
WH-002,2026-01-02,SKU-0036,242
WH-002,2026-01-02,SKU-0037,164
WH-002,2026-01-02,SKU-0038,448
WH-002,2026-01-02,SKU-0039,209
WH-002,2026-01-02,SKU-0040,499
WH-002,2026-01-02,SKU-0041,357
WH-002,2026-01-02,SKU-0042,188
WH-002,2026-01-02,SKU-0043,344
WH-002,2026-01-02,SKU-0044,287
WH-002,2026-01-02,SKU-0045,322
WH-002,2026-01-02,SKU-0046,264
WH-002,2026-01-02,SKU-0047,52
WH-002,2026-01-02,SKU-0048,26
WH-002,2026-01-02,SKU-0049,68
WH-002,2026-01-02,SKU-0050,458
