warehouse_id,date,sku,quantity_on_hand
WH-001,2026-01-02,SKU-0001,492
WH-001,2026-01-02,SKU-0002,2
WH-001,2026-01-02,SKU-0003,223
WH-001,2026-01-02,SKU-0004,13
WH-001,2026-01-02,SKU-0005,492
WH-001,2026-01-02,SKU-0006,117
WH-001,2026-01-02,SKU-0007,146
WH-001,2026-01-02,SKU-0008,270
WH-001,2026-01-02,SKU-0009,231
WH-001,2026-01-02,SKU-0010,8
WH-001,2026-01-02,SKU-0011,404
WH-001,2026-01-02,SKU-0012,359
WH-001,2026-01-02,SKU-0013,451
WH-001,2026-01-02,SKU-0014,286
WH-001,2026-01-02,SKU-0015,350
WH-001,2026-01-02,SKU-0016,181
WH-001,2026-01-02,SKU-0017,487
WH-001,2026-01-02,SKU-0018,238
WH-001,2026-01-02,SKU-0019,142
WH-001,2026-01-02,SKU-0020,436
WH-001,2026-01-02,SKU-0021,43
WH-001,2026-01-02,SKU-0022,261
WH-001,2026-01-02,SKU-0023,225
WH-001,2026-01-02,SKU-0024,373
WH-001,2026-01-02,SKU-0025,466
WH-001,2026-01-02,SKU-0026,218
WH-001,2026-01-02,SKU-0027,51
WH-001,2026-01-02,SKU-0028,359
WH-001,2026-01-02,SKU-0029,251
WH-001,2026-01-02,SKU-0030,89
WH-001,2026-01-02,SKU-0031,391
WH-001,2026-01-02,SKU-0032,329
WH-001,2026-01-02,SKU-0033,201
WH-001,2026-01-02,SKU-0034,355
WH-001,2026-01-02,SKU-0035,79
WH-001,2026-01-02,SKU-0036,435
WH-001,2026-01-02,SKU-0037,4
WH-001,2026-01-02,SKU-0038,295
WH-001,2026-01-02,SKU-0039,448
WH-001,2026-01-02,SKU-0040,197
WH-001,2026-01-02,SKU-0041,414
WH-001,2026-01-02,SKU-0042,465
WH-001,2026-01-02,SKU-0043,445
WH-001,2026-01-02,SKU-0044,270
WH-001,2026-01-02,SKU-0045,124
WH-001,2026-01-02,SKU-0046,128
WH-001,2026-01-02,SKU-0047,31
WH-001,2026-01-02,SKU-0048,198
WH-001,2026-01-02,SKU-0049,340
WH-001,2026-01-02,SKU-0050,345
