warehouse_id,date,sku,quantity_on_hand
WH-002,2025-12-29,SKU-0001,308
WH-002,2025-12-29,SKU-0002,120
WH-002,2025-12-29,SKU-0003,0
WH-002,2025-12-29,SKU-0004,393
WH-002,2025-12-29,SKU-0005,83
WH-002,2025-12-29,SKU-0006,172
WH-002,2025-12-29,SKU-0007,18
WH-002,2025-12-29,SKU-0008,406
WH-002,2025-12-29,SKU-0009,468
WH-002,2025-12-29,SKU-0010,420
WH-002,2025-12-29,SKU-0011,364
WH-002,2025-12-29,SKU-0012,430
WH-002,2025-12-29,SKU-0013,98
WH-002,2025-12-29,SKU-0014,334
WH-002,2025-12-29,SKU-0015,317
WH-002,2025-12-29,SKU-0016,335
WH-002,2025-12-29,SKU-0017,158
WH-002,2025-12-29,SKU-0018,205
WH-002,2025-12-29,SKU-0019,254
WH-002,2025-12-29,SKU-0020,485
WH-002,2025-12-29,SKU-0021,422
WH-002,2025-12-29,SKU-0022,187
WH-002,2025-12-29,SKU-0023,21
WH-002,2025-12-29,SKU-0024,91
WH-002,2025-12-29,SKU-0025,393
WH-002,2025-12-29,SKU-0026,215
WH-002,2025-12-29,SKU-0027,34
WH-002,2025-12-29,SKU-0028,36
WH-002,2025-12-29,SKU-0029,301
WH-002,2025-12-29,SKU-0030,173
WH-002,2025-12-29,SKU-0031,231
WH-002,2025-12-29,SKU-0032,257
WH-002,2025-12-29,SKU-0033,355
WH-002,2025-12-29,SKU-0034,302
WH-002,2025-12-29,SKU-0035,322
WH-002,2025-12-29,SKU-0036,13
WH-002,2025-12-29,SKU-0037,113
WH-002,2025-12-29,SKU-0038,53
WH-002,2025-12-29,SKU-0039,278
WH-002,2025-12-29,SKU-0040,163
WH-002,2025-12-29,SKU-0041,139
WH-002,2025-12-29,SKU-0042,325
WH-002,2025-12-29,SKU-0043,493
WH-002,2025-12-29,SKU-0044,122
WH-002,2025-12-29,SKU-0045,345
WH-002,2025-12-29,SKU-0046,101
WH-002,2025-12-29,SKU-0047,6
WH-002,2025-12-29,SKU-0048,152
WH-002,2025-12-29,SKU-0049,376
WH-002,2025-12-29,SKU-0050,37
