warehouse_id,date,sku,quantity_on_hand
WH-001,2026-01-01,SKU-0001,200
WH-001,2026-01-01,SKU-0002,210
WH-001,2026-01-01,SKU-0003,329
WH-001,2026-01-01,SKU-0004,328
WH-001,2026-01-01,SKU-0005,489
WH-001,2026-01-01,SKU-0006,457
WH-001,2026-01-01,SKU-0007,4
WH-001,2026-01-01,SKU-0008,85
WH-001,2026-01-01,SKU-0009,31
WH-001,2026-01-01,SKU-0010,161
WH-001,2026-01-01,SKU-0011,0
WH-001,2026-01-01,SKU-0012,214
WH-001,2026-01-01,SKU-0013,97
WH-001,2026-01-01,SKU-0014,373
WH-001,2026-01-01,SKU-0015,443
WH-001,2026-01-01,SKU-0016,289
WH-001,2026-01-01,SKU-0017,246
WH-001,2026-01-01,SKU-0018,145
WH-001,2026-01-01,SKU-0019,160
WH-001,2026-01-01,SKU-0020,204
WH-001,2026-01-01,SKU-0021,285
WH-001,2026-01-01,SKU-0022,299
WH-001,2026-01-01,SKU-0023,412
WH-001,2026-01-01,SKU-0024,358
WH-001,2026-01-01,SKU-0025,17
WH-001,2026-01-01,SKU-0026,20
WH-001,2026-01-01,SKU-0027,179
WH-001,2026-01-01,SKU-0028,372
WH-001,2026-01-01,SKU-0029,20
WH-001,2026-01-01,SKU-0030,260
WH-001,2026-01-01,SKU-0031,28
WH-001,2026-01-01,SKU-0032,328
WH-001,2026-01-01,SKU-0033,483
WH-001,2026-01-01,SKU-0034,223
WH-001,2026-01-01,SKU-0035,65
WH-001,2026-01-01,SKU-0036,210
WH-001,2026-01-01,SKU-0037,338
WH-001,2026-01-01,SKU-0038,258
WH-001,2026-01-01,SKU-0039,42
WH-001,2026-01-01,SKU-0040,142
WH-001,2026-01-01,SKU-0041,122
WH-001,2026-01-01,SKU-0042,58
WH-001,2026-01-01,SKU-0043,41
WH-001,2026-01-01,SKU-0044,96
WH-001,2026-01-01,SKU-0045,105
WH-001,2026-01-01,SKU-0046,208
WH-001,2026-01-01,SKU-0047,217
WH-001,2026-01-01,SKU-0048,170
WH-001,2026-01-01,SKU-0049,458
WH-001,2026-01-01,SKU-0050,404
