warehouse_id,date,sku,quantity_on_hand
WH-001,2026-01-03,SKU-0001,168
WH-001,2026-01-03,SKU-0002,455
WH-001,2026-01-03,SKU-0003,170
WH-001,2026-01-03,SKU-0004,387
WH-001,2026-01-03,SKU-0005,145
WH-001,2026-01-03,SKU-0006,177
WH-001,2026-01-03,SKU-0007,423
WH-001,2026-01-03,SKU-0008,456
WH-001,2026-01-03,SKU-0009,344
WH-001,2026-01-03,SKU-0010,482
WH-001,2026-01-03,SKU-0011,404
WH-001,2026-01-03,SKU-0012,31
WH-001,2026-01-03,SKU-0013,328
WH-001,2026-01-03,SKU-0014,222
WH-001,2026-01-03,SKU-0015,320
WH-001,2026-01-03,SKU-0016,487
WH-001,2026-01-03,SKU-0017,7
WH-001,2026-01-03,SKU-0018,306
WH-001,2026-01-03,SKU-0019,249
WH-001,2026-01-03,SKU-0020,201
WH-001,2026-01-03,SKU-0021,24
WH-001,2026-01-03,SKU-0022,31
WH-001,2026-01-03,SKU-0023,409
WH-001,2026-01-03,SKU-0024,31
WH-001,2026-01-03,SKU-0025,118
WH-001,2026-01-03,SKU-0026,61
WH-001,2026-01-03,SKU-0027,241
WH-001,2026-01-03,SKU-0028,224
WH-001,2026-01-03,SKU-0029,382
WH-001,2026-01-03,SKU-0030,29
WH-001,2026-01-03,SKU-0031,371
WH-001,2026-01-03,SKU-0032,86
WH-001,2026-01-03,SKU-0033,83
WH-001,2026-01-03,SKU-0034,325
WH-001,2026-01-03,SKU-0035,374
WH-001,2026-01-03,SKU-0036,76
WH-001,2026-01-03,SKU-0037,45
WH-001,2026-01-03,SKU-0038,200
WH-001,2026-01-03,SKU-0039,2
WH-001,2026-01-03,SKU-0040,278
WH-001,2026-01-03,SKU-0041,350
WH-001,2026-01-03,SKU-0042,88
WH-001,2026-01-03,SKU-0043,328
WH-001,2026-01-03,SKU-0044,494
WH-001,2026-01-03,SKU-0045,13
WH-001,2026-01-03,SKU-0046,478
WH-001,2026-01-03,SKU-0047,396
WH-001,2026-01-03,SKU-0048,374
WH-001,2026-01-03,SKU-0049,228
WH-001,2026-01-03,SKU-0050,115
