warehouse_id,date,sku,quantity_on_hand
WH-003,2026-01-01,SKU-0001,170
WH-003,2026-01-01,SKU-0002,216
WH-003,2026-01-01,SKU-0003,60
WH-003,2026-01-01,SKU-0004,247
WH-003,2026-01-01,SKU-0005,199
WH-003,2026-01-01,SKU-0006,128
WH-003,2026-01-01,SKU-0007,234
WH-003,2026-01-01,SKU-0008,306
WH-003,2026-01-01,SKU-0009,380
WH-003,2026-01-01,SKU-0010,443
WH-003,2026-01-01,SKU-0011,240
WH-003,2026-01-01,SKU-0012,229
WH-003,2026-01-01,SKU-0013,432
WH-003,2026-01-01,SKU-0014,132
WH-003,2026-01-01,SKU-0015,364
WH-003,2026-01-01,SKU-0016,275
WH-003,2026-01-01,SKU-0017,75
WH-003,2026-01-01,SKU-0018,403
WH-003,2026-01-01,SKU-0019,130
WH-003,2026-01-01,SKU-0020,8
WH-003,2026-01-01,SKU-0021,420
WH-003,2026-01-01,SKU-0022,101
WH-003,2026-01-01,SKU-0023,78
WH-003,2026-01-01,SKU-0024,292
WH-003,2026-01-01,SKU-0025,336
WH-003,2026-01-01,SKU-0026,201
WH-003,2026-01-01,SKU-0027,297
WH-003,2026-01-01,SKU-0028,14
WH-003,2026-01-01,SKU-0029,209
WH-003,2026-01-01,SKU-0030,276
WH-003,2026-01-01,SKU-0031,40
WH-003,2026-01-01,SKU-0032,327
WH-003,2026-01-01,SKU-0033,180
WH-003,2026-01-01,SKU-0034,109
WH-003,2026-01-01,SKU-0035,480
WH-003,2026-01-01,SKU-0036,146
WH-003,2026-01-01,SKU-0037,236
WH-003,2026-01-01,SKU-0038,200
WH-003,2026-01-01,SKU-0039,387
WH-003,2026-01-01,SKU-0040,406
WH-003,2026-01-01,SKU-0041,445
WH-003,2026-01-01,SKU-0042,46
WH-003,2026-01-01,SKU-0043,343
WH-003,2026-01-01,SKU-0044,238
WH-003,2026-01-01,SKU-0045,260
WH-003,2026-01-01,SKU-0046,220
WH-003,2026-01-01,SKU-0047,456
WH-003,2026-01-01,SKU-0048,28
WH-003,2026-01-01,SKU-0049,116
WH-003,2026-01-01,SKU-0050,107
