warehouse_id,date,sku,quantity_on_hand
WH-003,2025-12-28,SKU-0001,266
WH-003,2025-12-28,SKU-0002,345
WH-003,2025-12-28,SKU-0003,211
WH-003,2025-12-28,SKU-0004,243
WH-003,2025-12-28,SKU-0005,342
WH-003,2025-12-28,SKU-0006,364
WH-003,2025-12-28,SKU-0007,269
WH-003,2025-12-28,SKU-0008,13
WH-003,2025-12-28,SKU-0009,300
WH-003,2025-12-28,SKU-0010,219
WH-003,2025-12-28,SKU-0011,400
WH-003,2025-12-28,SKU-0012,264
WH-003,2025-12-28,SKU-0013,374
WH-003,2025-12-28,SKU-0014,233
WH-003,2025-12-28,SKU-0015,331
WH-003,2025-12-28,SKU-0016,415
WH-003,2025-12-28,SKU-0017,158
WH-003,2025-12-28,SKU-0018,25
WH-003,2025-12-28,SKU-0019,248
WH-003,2025-12-28,SKU-0020,496
WH-003,2025-12-28,SKU-0021,37
WH-003,2025-12-28,SKU-0022,64
WH-003,2025-12-28,SKU-0023,322
WH-003,2025-12-28,SKU-0024,500
WH-003,2025-12-28,SKU-0025,282
WH-003,2025-12-28,SKU-0026,254
WH-003,2025-12-28,SKU-0027,23
WH-003,2025-12-28,SKU-0028,271
WH-003,2025-12-28,SKU-0029,382
WH-003,2025-12-28,SKU-0030,215
WH-003,2025-12-28,SKU-0031,318
WH-003,2025-12-28,SKU-0032,7
WH-003,2025-12-28,SKU-0033,243
WH-003,2025-12-28,SKU-0034,394
WH-003,2025-12-28,SKU-0035,36
WH-003,2025-12-28,SKU-0036,441
WH-003,2025-12-28,SKU-0037,49
WH-003,2025-12-28,SKU-0038,113
WH-003,2025-12-28,SKU-0039,209
WH-003,2025-12-28,SKU-0040,447
WH-003,2025-12-28,SKU-0041,129
WH-003,2025-12-28,SKU-0042,427
WH-003,2025-12-28,SKU-0043,352
WH-003,2025-12-28,SKU-0044,0
WH-003,2025-12-28,SKU-0045,143
WH-003,2025-12-28,SKU-0046,90
WH-003,2025-12-28,SKU-0047,222
WH-003,2025-12-28,SKU-0048,57
WH-003,2025-12-28,SKU-0049,149
WH-003,2025-12-28,SKU-0050,449
