warehouse_id,date,sku,quantity_on_hand
WH-002,2025-12-28,SKU-0001,367
WH-002,2025-12-28,SKU-0002,418
WH-002,2025-12-28,SKU-0003,38
WH-002,2025-12-28,SKU-0004,312
WH-002,2025-12-28,SKU-0005,26
WH-002,2025-12-28,SKU-0006,243
WH-002,2025-12-28,SKU-0007,349
WH-002,2025-12-28,SKU-0008,257
WH-002,2025-12-28,SKU-0009,76
WH-002,2025-12-28,SKU-0010,128
WH-002,2025-12-28,SKU-0011,92
WH-002,2025-12-28,SKU-0012,323
WH-002,2025-12-28,SKU-0013,379
WH-002,2025-12-28,SKU-0014,222
WH-002,2025-12-28,SKU-0015,423
WH-002,2025-12-28,SKU-0016,32
WH-002,2025-12-28,SKU-0017,42
WH-002,2025-12-28,SKU-0018,320
WH-002,2025-12-28,SKU-0019,470
WH-002,2025-12-28,SKU-0020,94
WH-002,2025-12-28,SKU-0021,410
WH-002,2025-12-28,SKU-0022,445
WH-002,2025-12-28,SKU-0023,112
WH-002,2025-12-28,SKU-0024,211
WH-002,2025-12-28,SKU-0025,361
WH-002,2025-12-28,SKU-0026,61
WH-002,2025-12-28,SKU-0027,105
WH-002,2025-12-28,SKU-0028,345
WH-002,2025-12-28,SKU-0029,176
WH-002,2025-12-28,SKU-0030,383
WH-002,2025-12-28,SKU-0031,85
WH-002,2025-12-28,SKU-0032,98
WH-002,2025-12-28,SKU-0033,362
WH-002,2025-12-28,SKU-0034,130
WH-002,2025-12-28,SKU-0035,88
WH-002,2025-12-28,SKU-0036,486
WH-002,2025-12-28,SKU-0037,232
WH-002,2025-12-28,SKU-0038,23
WH-002,2025-12-28,SKU-0039,361
WH-002,2025-12-28,SKU-0040,245
WH-002,2025-12-28,SKU-0041,286
WH-002,2025-12-28,SKU-0042,265
WH-002,2025-12-28,SKU-0043,350
WH-002,2025-12-28,SKU-0044,356
WH-002,2025-12-28,SKU-0045,311
WH-002,2025-12-28,SKU-0046,499
WH-002,2025-12-28,SKU-0047,451
WH-002,2025-12-28,SKU-0048,302
WH-002,2025-12-28,SKU-0049,324
WH-002,2025-12-28,SKU-0050,391
