warehouse_id,date,sku,quantity_on_hand
WH-005,2025-12-31,SKU-0001,467
WH-005,2025-12-31,SKU-0002,20
WH-005,2025-12-31,SKU-0003,268
WH-005,2025-12-31,SKU-0004,92
WH-005,2025-12-31,SKU-0005,178
WH-005,2025-12-31,SKU-0006,51
WH-005,2025-12-31,SKU-0007,397
WH-005,2025-12-31,SKU-0008,232
WH-005,2025-12-31,SKU-0009,332
WH-005,2025-12-31,SKU-0010,390
WH-005,2025-12-31,SKU-0011,298
WH-005,2025-12-31,SKU-0012,446
WH-005,2025-12-31,SKU-0013,35
WH-005,2025-12-31,SKU-0014,460
WH-005,2025-12-31,SKU-0015,394
WH-005,2025-12-31,SKU-0016,144
WH-005,2025-12-31,SKU-0017,400
WH-005,2025-12-31,SKU-0018,25
WH-005,2025-12-31,SKU-0019,296
WH-005,2025-12-31,SKU-0020,224
WH-005,2025-12-31,SKU-0021,435
WH-005,2025-12-31,SKU-0022,412
WH-005,2025-12-31,SKU-0023,225
WH-005,2025-12-31,SKU-0024,238
WH-005,2025-12-31,SKU-0025,423
WH-005,2025-12-31,SKU-0026,166
WH-005,2025-12-31,SKU-0027,257
WH-005,2025-12-31,SKU-0028,108
WH-005,2025-12-31,SKU-0029,108
WH-005,2025-12-31,SKU-0030,230
WH-005,2025-12-31,SKU-0031,84
WH-005,2025-12-31,SKU-0032,71
WH-005,2025-12-31,SKU-0033,37
WH-005,2025-12-31,SKU-0034,454
WH-005,2025-12-31,SKU-0035,498
WH-005,2025-12-31,SKU-0036,324
WH-005,2025-12-31,SKU-0037,180
WH-005,2025-12-31,SKU-0038,101
WH-005,2025-12-31,SKU-0039,206
WH-005,2025-12-31,SKU-0040,399
WH-005,2025-12-31,SKU-0041,484
WH-005,2025-12-31,SKU-0042,344
WH-005,2025-12-31,SKU-0043,492
WH-005,2025-12-31,SKU-0044,169
WH-005,2025-12-31,SKU-0045,206
WH-005,2025-12-31,SKU-0046,16
WH-005,2025-12-31,SKU-0047,329
WH-005,2025-12-31,SKU-0048,300
WH-005,2025-12-31,SKU-0049,155
WH-005,2025-12-31,SKU-0050,239
